smiles,bond_index,atom_type1,atom_type2,bde,bdfe
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],20,6,1,100.51062774658205,91.6288604736328
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],21,6,1,110.87519073486328,101.9865264892578
[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])c([H])c1[H],22,6,1,111.06595611572266,102.46782684326172
[H]c1nc(N([H])[H])c2c(n1)nc([H])n2[H],2,6,7,107.03421020507812,94.41123962402344
[H]c1nc(N([H])[H])c2c(n1)nc([H])n2[H],11,6,1,107.0009536743164,98.50636291503906
[H]c1nc(N([H])[H])c2c(n1)nc([H])n2[H],12,7,1,95.7057876586914,87.6473159790039
[H]c1nc(N([H])[H])c2c(n1)nc([H])n2[H],13,7,1,95.7057876586914,87.6473159790039
[H]c1nc(N([H])[H])c2c(n1)nc([H])n2[H],14,6,1,114.30829620361328,105.7321319580078
[H]c1nc(N([H])[H])c2c(n1)nc([H])n2[H],15,7,1,92.46910095214844,84.1069107055664
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],3,6,6,95.51251983642578,81.70104217529297
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],5,7,6,80.13540649414062,66.5316390991211
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],13,6,1,106.13436126708984,97.68244171142578
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],14,6,1,105.76914978027344,97.1647491455078
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],15,6,1,80.1780776977539,71.86170196533203
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],16,6,1,91.4242935180664,82.73015594482422
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],17,6,1,91.4242935180664,82.73015594482422
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],18,6,1,91.4242935180664,82.73015594482422
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],19,6,1,89.7946548461914,81.23229217529297
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],20,6,1,89.7946548461914,81.23229217529297
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],21,6,1,96.01139068603516,87.40824127197266
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],22,6,1,96.01139068603516,87.40824127197266
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],23,6,1,96.130615234375,87.4791488647461
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],24,6,1,96.130615234375,87.4791488647461
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],25,6,1,110.98187255859376,102.36617279052734
[H]c1nc([H])c([C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],26,6,1,111.86163330078124,103.36767578125
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],6,7,6,101.21155548095705,88.04955291748047
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],10,7,6,85.28035736083984,72.70130920410156
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],12,7,6,80.93987274169922,68.47001647949219
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],15,6,1,116.8007583618164,107.90393829345705
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],16,6,1,95.1805648803711,87.34862518310547
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],17,6,1,95.1805648803711,87.34862518310547
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],18,6,1,95.1805648803711,87.34862518310547
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],19,6,1,94.63463592529295,86.88740539550781
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],20,6,1,94.63463592529295,86.88740539550781
[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])n1C([H])([H])[H],21,6,1,94.63463592529295,86.88740539550781
